"Date","Year","Month","Time","Hour","Street1","Street2","AtFault","SecondVehicle","Fatalities","Violation","HitRun","County","City","Lighting","RoadSurface","Injured"
"2009-07-13","2009","July","12:53",12,"Arguello Bl","Carl St","Auto","Bicyclist",0,"Wrong Side Of Road",FALSE,"San Francisco","San Francisco","Daylight","Dry",1
"2009-07-13","2009","July","9:39",9,"Steele Ln","Service Ct","Auto","Bicyclist",0,"Improper Passing",FALSE,"Sonoma","Santa Rose","Daylight","Dry",1
"2009-07-12","2009","July","21:10",21,"Rt 61","Willow St","Bicyclist","Parked_Auto",0,"Traffic Signals And Signs",FALSE,"Alameda","Alameda","Dark - Street Lights","Dry",1
"2009-07-12","2009","July","17:05",17,"Market St","Sanchez St","Auto","Bicyclist",0,"Impeding Traffic",FALSE,"San Francisco","San Francisco","Daylight","",1
"2009-07-12","2009","July","16:25",16,"Washington Av","Anza Wy","Bicyclist","Auto",0,"Automobile Right Of Way",FALSE,"Alameda","San Leandro","Daylight","Dry",1
"2009-07-12","2009","July","15:40",15,"Rt 280","S 10th St","Bicyclist","Auto",0,"Pedestrian Violation",FALSE,"Santa Clara","San Jose","Daylight","Dry",1
"2009-07-12","2009","July","13:54",13,"International Bl","60th Av","Auto","Bicyclist",0,"Unsafe Speed",TRUE,"Alameda","Oakland","Daylight","Dry",0
"2009-07-12","2009","July","13:20",13,"St Augustine Dr","Varni Ct","Bicyclist","Parked_Auto",0,"Improper Turning",FALSE,"Solano","Benicia","Daylight","Dry",1
"2009-07-12","2009","July","12:27",12,"Buena Vista Av","Park St","No_Fault","Bicyclist",0,"Automobile Right Of Way",FALSE,"Alameda","Alameda","Daylight","Dry",0
"2009-07-12","2009","July","9:35",9,"Kings Mountain Rd","Rt 84","Solo_Accident","Bicyclist",0,"Improper Turning",FALSE,"San Mateo","Woodside","Daylight","Dry",1
"2009-07-11","2009","July","19:11",19,"Guerrero St","22nd St","Bicyclist","Auto",0,"Unsafe Speed",FALSE,"San Francisco","San Francisco","Dusk - Dawn","Dry",1
"2009-07-11","2009","July","19:00",19,"San Carlos","Brooklyn Av","Auto","Bicyclist",0,"Unsafe Starting Or Breaking",FALSE,"Santa Clara","San Jose","Daylight","Dry",1
"2009-07-11","2009","July","16:16",16,"Central Av","Grand St","Auto","Bicyclist",0,"Automobile Right Of Way",FALSE,"Alameda","Alameda","Daylight","Dry",0
"2009-07-11","2009","July","15:18",15,"Corby Av","Hearn Av","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Sonoma","Santa Rose","Daylight","Dry",1
"2009-07-11","2009","July","15:17",15,"Fulton St","Gough St","No_Fault","Bicyclist",0,"Unknown",FALSE,"San Francisco","San Francisco","Daylight","Dry",1
"2009-07-11","2009","July","13:02",13,"Aughinbaugh Wy","Kofman Pkwy","Solo_Accident","Bicyclist",0,"Improper Turning",FALSE,"Alameda","Alameda","Daylight","Dry",1
"2009-07-11","2009","July","11:55",11,"San Jose Av","30th St","Bicyclist","Auto",0,"Traffic Signals And Signs",FALSE,"San Francisco","San Francisco","Daylight","Dry",1
"2009-07-11","2009","July","10:00",10,"Rt 92","Rt 35","Solo_Accident","Bicyclist",0,"Improper Turning",FALSE,"San Mateo","San Mateo Sheriff's Code","Daylight","Dry",1
"2009-07-11","2009","July","9:20",9,"Pleasanton Sunol Rd","Castlewood Dr","No_Fault","Bicyclist",0,"Other Than Driver (Or Pedestrian)",FALSE,"Alameda","Pleasanton","Daylight","Dry",1
"2009-07-11","2009","July","7:00",7,"Acton St","Haskell St","Bicyclist","Parked_Auto",0,"Improper Turning",FALSE,"Alameda","Berkely","Daylight","Dry",0
"2009-07-10","2009","July","19:17",19,"Industrial Pkwy","Whipple Rd","Auto","Bicyclist",0,"Automobile Right Of Way",FALSE,"Alameda","Union City","Daylight","Dry",0
"2009-07-10","2009","July","19:00",19,"Rt 123","Ashby Av","Auto","Bicyclist",0,"Improper Turning",TRUE,"Alameda","Berkely","Daylight","Dry",0
"2009-07-10","2009","July","18:56",18,"Balboa St","37th Av","Auto","Bicyclist",0,"Improper Turning",FALSE,"San Francisco","San Francisco","Daylight","Dry",1
"2009-07-10","2009","July","18:50",18,"Hardin Ln","Adobe Rd","Auto","Bicyclist",0,"Wrong Side Of Road",TRUE,"Sonoma","Sonoma Sheriff's Code","Daylight","Dry",1
"2009-07-10","2009","July","17:30",17,"Julian St","8th St","Auto","Bicyclist",0,"Unsafe Speed",TRUE,"Santa Clara","San Jose","Daylight","Dry",1
"2009-07-10","2009","July","16:06",16,"Foster St","Bullard Dr","Bicyclist","Auto",0,"Automobile Right Of Way",FALSE,"Alameda","Fremont","Daylight","Dry",0
"2009-07-10","2009","July","15:32",15,"Wolfe Rd","Rt 280","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Santa Clara","Cupertino","Daylight","Dry",1
"2009-07-10","2009","July","7:05",7,"Civic Center Dr","Bart Wy","Bicyclist","Auto",0,"Traffic Signals And Signs",FALSE,"Alameda","Fremont","Daylight","Dry",1
"2009-07-09","2009","July","22:00",22,"16th St","Hoff St","Auto","Bicyclist",0,"Improper Turning",FALSE,"San Francisco","San Francisco","Dark - Street Lights","Dry",1
"2009-07-09","2009","July","21:11",21,"10th St","Addison St","Solo_Accident","Bicyclist",0,"Unsafe Speed",FALSE,"Alameda","Berkely","Dark - Street Lights","Dry",1
"2009-07-09","2009","July","20:45",20,"Rt 185","166th Av","Auto","Bicyclist",0,"Driving Or Bycicling Under The Influence Of Alcohol Or Drug",FALSE,"Alameda","Alameda Sheriff's Code","Dusk - Dawn","Dry",1
"2009-07-09","2009","July","18:35",18,"Oak Glen Av","Chesbro Lake Dr","Auto","Bicyclist",0,"Wrong Side Of Road",FALSE,"Santa Clara","Santa Clara Sheriff's Code","Daylight","Dry",1
"2009-07-09","2009","July","16:46",16,"Shattuck Av","Bancroft Wy","Auto","Bicyclist",0,"Improper Passing",FALSE,"Alameda","Berkely","Daylight","Dry",1
"2009-07-09","2009","July","10:38",10,"Eliseo Dr","Corte Real","Auto","Bicyclist",0,"Improper Turning",FALSE,"Marin","Larkspur","Daylight","Dry",1
"2009-07-08","2009","July","23:19",23,"Martin Luther King Dr","Lincoln Av","Auto","Bicyclist",0,"Automobile Right Of Way",FALSE,"San Francisco","San Francisco","Dark - Street Lights","Dry",1
"2009-07-08","2009","July","18:05",18,"Louis Rd","Greer Rd","Auto","Bicyclist",0,"Improper Turning",TRUE,"Santa Clara","Palo Alto","Daylight","Dry",1
"2009-07-08","2009","July","17:07",17,"San Pablo Av","Park Av","Auto","Bicyclist",0,"Unsafe Lane Change",FALSE,"Alameda","Emeryville","Daylight","Dry",1
"2009-07-08","2009","July","16:26",16,"Baden St","Hearst Av","Auto","Bicyclist",0,"Traffic Signals And Signs",TRUE,"San Francisco","San Francisco","Daylight","Dry",1
"2009-07-08","2009","July","16:20",16,"Beach St","Stockton St","Bicyclist","Auto",0,"Improper Passing",FALSE,"San Francisco","San Francisco","Daylight","Dry",1
"2009-07-08","2009","July","14:50",14,"Blossom Hill Rd","Snell Av","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Santa Clara","San Jose","Daylight","Dry",1
"2009-07-08","2009","July","14:17",14,"11th St","Mission St","No_Fault","Bicyclist",0,"Unknown",FALSE,"San Francisco","San Francisco","Daylight","Dry",1
"2009-07-08","2009","July","13:57",13,"Mount Diablo Bl","Moraga Rd","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Contra Costa","Lafayette","Daylight","Dry",0
"2009-07-08","2009","July","13:14",13,"Gilman St","4th St","Auto","Bicyclist",0,"Improper Turning",FALSE,"Alameda","Berkely","Daylight","Dry",1
"2009-07-08","2009","July","8:58",8,"Hillcrest Dr","Inverness Dr","Bicyclist","Parked_Auto",1,"Improper Turning",FALSE,"Napa","Napa Sheriff's Code","Daylight","Dry",0
"2009-07-08","2009","July","8:52",8,"Bollinger Canyon Rd","Marketplace Dr","Bicyclist","Auto",0,"Traffic Signals And Signs",FALSE,"Contra Costa","San Ramon","Daylight","Dry",1
"2009-07-08","2009","July","1:10",1,"El Camino Real","Taylor Av","Solo_Accident","Bicyclist",0,"Improper Turning",FALSE,"San Mateo","San Bruno","Dark - Street Lights","Dry",1
"2009-07-07","2009","July","21:12",21,"Apple St","Pippin St","Bicyclist","Auto",0,"Automobile Right Of Way",FALSE,"Alameda","Oakland","Dusk - Dawn","Dry",1
"2009-07-07","2009","July","19:45",19,"Turk St","Parker Av","No_Fault","Bicyclist",0,"Unknown",FALSE,"San Francisco","San Francisco","Dark - Street Lights","Dry",1
"2009-07-07","2009","July","18:20",18,"Dry Creek Rd","Wall Rd","Solo_Accident","Bicyclist",0,"Other Hazardous Violation",FALSE,"Napa","Napa Sheriff's Code","Daylight","Dry",1
"2009-07-07","2009","July","18:08",18,"Rt 82","Las Palmas Dr","Auto","Bicyclist",0,"Improper Turning",FALSE,"Santa Clara","Santa Clara","Daylight","Dry",1
"2009-07-07","2009","July","17:30",17,"Geary Bl","38th Av","Auto","Bicyclist",0,"Other Hazardous Violation",FALSE,"San Francisco","San Francisco","Daylight","Dry",1
"2009-07-07","2009","July","17:05",17,"Lockwood Dr","Barrio Wy","Bicyclist","Auto",0,"Automobile Right Of Way",FALSE,"Sonoma","Windsor","Daylight","Dry",0
"2009-07-07","2009","July","15:13",15,"San Antonio Rd","California St","Auto","Bicyclist",0,"Automobile Right Of Way",TRUE,"Santa Clara","Mountain View","Daylight","Dry",1
"2009-07-07","2009","July","14:49",14,"Pacific Av","Dolores St","Auto","Bicyclist",0,"",FALSE,"Alameda","Livermore","Daylight","Dry",1
"2009-07-07","2009","July","13:15",13,"Oak Grove Rd","Ygnacio Valley Rd","No_Fault","Bicyclist",0,"Unknown",FALSE,"Contra Costa","Walnut Creek","Daylight","Dry",0
"2009-07-07","2009","July","12:28",12,"Huntington Av","Sneath Ln","Bicyclist","Auto",0,"Other Improper Driving",FALSE,"San Mateo","San Bruno","Daylight","Dry",0
"2009-07-07","2009","July","8:50",8,"Telegraph Av","Ashby Av","Bicyclist","Auto",0,"Following Too Closely",FALSE,"Alameda","Berkely","Daylight","Dry",1
"2009-07-06","2009","July","21:50",21,"North Point St","Polk St","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"San Francisco","San Francisco","Dark - Street Lights","Dry",1
"2009-07-06","2009","July","19:56",19,"King Rd","Cunningham","Bicyclist","Auto",0,"Pedestrian Violation",TRUE,"Santa Clara","San Jose","Daylight","Dry",1
"2009-07-06","2009","July","18:35",18,"South Mcdowell Bl","East Washington St","Auto","Bicyclist",0,"Improper Turning",FALSE,"Sonoma","Petaluma","Daylight","Dry",1
"2009-07-06","2009","July","18:35",18,"Hacienda Av","Via Encinas","Bicyclist","Parked_Auto",0,"Improper Turning",TRUE,"Alameda","Alameda Sheriff's Code","Daylight","Dry",0
"2009-07-06","2009","July","16:03",16,"E 19th St","Park Bl","Auto","Bicyclist",0,"Automobile Right Of Way",FALSE,"Alameda","Oakland","Daylight","Dry",1
"2009-07-06","2009","July","15:57",15,"Tully Rd","Mclaughlin Av","Auto","Bicyclist",0,"Pedestrian Right Of Way",FALSE,"Santa Clara","San Jose","Daylight","Dry",1
"2009-07-06","2009","July","12:30",12,"15th Av","International Bl","Auto","Bicyclist",0,"Automobile Right Of Way",FALSE,"Alameda","Oakland","Daylight","Dry",1
"2009-07-06","2009","July","11:46",11,"Pinole Valley Rd","Rt 80","No_Fault","Bicyclist",0,"Improper Turning",FALSE,"Contra Costa","Pinole","Daylight","Dry",1
"2009-07-06","2009","July","10:16",10,"Old Hawthorne Rd","Old Hawthorne Rd","Bicyclist","Auto",0,"Automobile Right Of Way",FALSE,"Contra Costa","Lafayette","Daylight","Dry",0
"2009-07-05","2009","July","23:09",23,"Mission St","Duboce Av","Auto","Bicyclist",0,"Unsafe Lane Change",TRUE,"San Francisco","San Francisco","Dark - Street Lights","Dry",1
"2009-07-05","2009","July","22:30",22,"Clement St","8th Av","No_Fault","Bicyclist",0,"Improper Turning",TRUE,"San Francisco","San Francisco","Dark - Street Lights","Dry",1
"2009-07-05","2009","July","17:48",17,"North Camino Alto","Power Dr","Bicyclist","Auto",0,"Traffic Signals And Signs",FALSE,"Solano","Vallejo","Daylight","Dry",1
"2009-07-05","2009","July","16:41",16,"Mckee Rd","34th St","No_Fault","Bicyclist",0,"",FALSE,"Santa Clara","San Jose","Daylight","Dry",1
"2009-07-05","2009","July","13:04",13,"N 4th St","Hensley St","Bicyclist","Auto",0,"Improper Turning",FALSE,"Santa Clara","San Jose","Daylight","Slippery (Muddyy, Oily, Etc.)",1
"2009-07-05","2009","July","12:34",12,"Moraga Wy","Moraga Wy","Auto","Bicyclist",0,"Unsafe Starting Or Breaking",FALSE,"Contra Costa","Orinda","Daylight","Dry",1
"2009-07-05","2009","July","12:15",12,"Danville Bl","Livorna Rd","Auto","Bicyclist",0,"Unsafe Starting Or Breaking",FALSE,"Contra Costa","Contra Costa Sheriff's Code","Daylight","Dry",1
"2009-07-05","2009","July","11:56",11,"Old Redwood Hwy","Gravenstein Wy","Bicyclist","Auto",0,"Other Hazardous Violation",FALSE,"Sonoma","Cotati","Daylight","Dry",1
"2009-07-04","2009","July","21:46",21,"Bollinger Canyon Rd","Market Pl","Bicyclist","Auto",0,"Other Hazardous Violation",FALSE,"Contra Costa","San Ramon","Dark - Street Lights","Dry",1
"2009-07-04","2009","July","20:41",20,"West St","Apgar St","Auto","Bicyclist",0,"Automobile Right Of Way",TRUE,"Alameda","Oakland","Dark - Street Lights","Dry",1
"2009-07-04","2009","July","18:48",18,"Fairoaks Dr","Marcia Dr","No_Fault","Bicyclist",0,"Automobile Right Of Way",FALSE,"Contra Costa","Pleasant Hill","Daylight","Dry",1
"2009-07-04","2009","July","14:50",14,"Budd Av","California Av","Auto","Bicyclist",0,"Improper Turning",TRUE,"Santa Clara","Campbell","Daylight","Dry",1
"2009-07-04","2009","July","11:20",11,"University Av","Frontage Rd","No_Fault","Bicyclist",0,"Other Improper Driving",FALSE,"Alameda","Berkely","Daylight","Dry",1
"2009-07-04","2009","July","2:05",2,"Valencia St","22nd St","Auto","Bicyclist",0,"Improper Turning",TRUE,"San Francisco","San Francisco","Dark - Street Lights","Dry",1
"2009-07-03","2009","July","18:54",18,"Martin Luther King Jr Wy","Dwight Wy","Auto","Bicyclist",0,"Automobile Right Of Way",TRUE,"Alameda","Berkely","Daylight","Dry",1
"2009-07-03","2009","July","17:00",17,"Evelyn Av","Fair Oaks Av","Bicyclist","Auto",0,"Unsafe Speed",FALSE,"Santa Clara","Sunnyvale","Daylight","Dry",1
"2009-07-03","2009","July","16:20",16,"Fremont Bl","Union St","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Alameda","Fremont","Daylight","Dry",1
"2009-07-03","2009","July","16:00",16,"Pinehurst Rd","Canyon Rd","No_Fault","Bicyclist",0,"Other Than Driver (Or Pedestrian)",FALSE,"Contra Costa","Contra Costa Sheriff's Code","Daylight","Dry",1
"2009-07-03","2009","July","16:00",16,"Bay Dr","Beach Av","Bicyclist","Auto",0,"Improper Turning",FALSE,"Marin","Marin County Sheriff's Code","Daylight","Dry",1
"2009-07-03","2009","July","15:35",15,"Gilman St","4th St","Auto","Bicyclist",0,"Improper Turning",FALSE,"Alameda","Berkely","Daylight","Dry",1
"2009-07-03","2009","July","10:13",10,"Guerneville Rd","Range Av","Bicyclist","Auto",0,"Traffic Signals And Signs",FALSE,"Sonoma","Santa Rose","Daylight","",2
"2009-07-03","2009","July","10:06",10,"Bridgeway Bl","Harbor Dr","Bicyclist","Bicyclist",0,"Following Too Closely",FALSE,"Marin","Sausalito","Daylight","Dry",1
"2009-07-02","2009","July","20:37",20,"College Av","Russell St","No_Fault","Bicyclist",0,"Unknown",FALSE,"Alameda","Berkely","Dusk - Dawn","Dry",1
"2009-07-02","2009","July","17:57",17,"55th St","Martin Luther King Jr","Bicyclist","Auto",0,"Traffic Signals And Signs",FALSE,"Alameda","Oakland","Daylight","Dry",1
"2009-07-02","2009","July","16:26",16,"Paradise Dr","Golden Hind Passage","No_Fault","Bicyclist",0,"Unknown",FALSE,"Marin","Corte Madera","Daylight","Dry",1
"2009-07-02","2009","July","15:55",15,"Oak Park Bl","Eccleston Av","Auto","Bicyclist",0,"Wrong Side Of Road",FALSE,"Contra Costa","Pleasant Hill","Daylight","Dry",1
"2009-07-02","2009","July","13:37",13,"Fairmount Av","Richmond St","Bicyclist","Auto",0,"Automobile Right Of Way",TRUE,"Contra Costa","El Cerrito","Daylight","Dry",1
"2009-07-02","2009","July","10:50",10,"Burlingame Av","Myrtle Rd","Bicyclist","Auto",0,"Automobile Right Of Way",FALSE,"San Mateo","Burlingame","Daylight","Dry",1
"2009-07-01","2009","July","21:34",21,"Curtner Av","La Mirada Dr","Bicyclist","Auto",0,"Lights",FALSE,"Santa Clara","San Jose","Dark - Street Lights","Dry",1
"2009-07-01","2009","July","19:27",19,"Clayton Rd","Heather Dr","Auto","Bicyclist",0,"Other Hazardous Violation",FALSE,"Contra Costa","Concord","Daylight","Dry",1
"2009-07-01","2009","July","17:56",17,"Scenic Av","Broadmoor St","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Alameda","Livermore","Daylight","Dry",1
"2009-07-01","2009","July","17:51",17,"Shafter Av","40th St","Auto","Bicyclist",0,"Automobile Right Of Way",FALSE,"Alameda","Oakland","Daylight","Dry",1
"2009-07-01","2009","July","17:29",17,"College Av","Prince St","Auto","Bicyclist",0,"Improper Passing",FALSE,"Alameda","Berkely","Daylight","Dry",1
"2009-07-01","2009","July","17:20",17,"Humboldt St","Mcconnell Av","Bicyclist","Auto",0,"Traffic Signals And Signs",FALSE,"Sonoma","Santa Rose","Daylight","Dry",1
"2009-07-01","2009","July","17:20",17,"24th St","Church St","No_Fault","Bicyclist",0,"",FALSE,"San Francisco","San Francisco","Daylight","Dry",1
"2009-07-01","2009","July","13:45",13,"Haight St","Broderick St","Bicyclist","Parked_Auto",0,"Unsafe Speed",FALSE,"San Francisco","San Francisco","Daylight","Dry",1
"2009-07-01","2009","July","13:38",13,"Polk St","Hayes St","Auto","Bicyclist",0,"Improper Turning",FALSE,"San Francisco","San Francisco","Daylight","Dry",1
"2009-07-01","2009","July","13:00",13,"Stanford Av","Wellesley St","No_Fault","Bicyclist",0,"Unknown",FALSE,"Santa Clara","Palo Alto","Daylight","",1
"2009-07-01","2009","July","11:55",11,"Valencia St","18th St","Bicyclist","Auto",0,"Traffic Signals And Signs",TRUE,"San Francisco","San Francisco","Daylight","Dry",2
"2009-07-01","2009","July","11:23",11,"Rumrill Bl","Dover Av","Auto","Bicyclist",0,"Traffic Signals And Signs",FALSE,"Contra Costa","San Pablo","Daylight","Dry",1
"2009-07-01","2009","July","8:43",8,"Fremont Bl","Mattos Dr","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Alameda","Fremont","Daylight","Dry",1
"2009-07-01","2009","July","8:00",8,"Fell St","Masonic Av","Auto","Bicyclist",0,"Automobile Right Of Way",FALSE,"San Francisco","San Francisco","Daylight","Dry",1
"2009-07-01","2009","July","7:46",7,"Central Expwy","Shoreline Bl","Auto","Bicyclist",0,"Unsafe Speed",FALSE,"Santa Clara","Mountain View","Daylight","Dry",1
"2009-06-30","2009","June","21:44",21,"Lake St","5th Av","Auto","Bicyclist",0,"Unsafe Lane Change",FALSE,"San Francisco","San Francisco","Dark - Street Lights","Dry",1
"2009-06-30","2009","June","19:41",19,"Spring St","Douglas Av","Auto","Bicyclist",0,"",TRUE,"San Mateo","Redwood City","Daylight","Dry",1
"2009-06-30","2009","June","19:35",19,"El Camino Real","Oak St","Auto","Bicyclist",0,"Unsafe Speed",FALSE,"San Mateo","San Carlos","Daylight","Dry",1
"2009-06-30","2009","June","18:48",18,"Dwight Wy","Telegraph Av","Bicyclist","Auto",0,"Traffic Signals And Signs",TRUE,"Alameda","Berkely","Daylight","Dry",0
"2009-06-30","2009","June","17:40",17,"Hudson St","Hopkins Av","No_Fault","Bicyclist",0,"",FALSE,"San Mateo","Redwood City","Daylight","Dry",1
"2009-06-30","2009","June","16:00",16,"South Winchester Bl","Sunnyoaks Av","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Santa Clara","Campbell","Daylight","Dry",1
"2009-06-30","2009","June","15:10",15,"9th Av","19th St","Auto","Bicyclist",0,"Improper Turning",TRUE,"Alameda","Oakland","Daylight","Dry",1
"2009-06-30","2009","June","14:52",14,"Ygnacio Valley Rd","Homestead Av","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Contra Costa","Walnut Creek","Daylight","Dry",1
"2009-06-30","2009","June","13:00",13,"Main St","Parkside Dr","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Contra Costa","Walnut Creek","Daylight","Dry",1
"2009-06-30","2009","June","9:30",9,"Broadway","12th St","Auto","Bicyclist",0,"Improper Turning",TRUE,"Alameda","Oakland","Daylight","Dry",0
"2009-06-30","2009","June","9:12",9,"Rt 82","Embarcadero Rd","Auto","Bicyclist",0,"Pedestrian Right Of Way",FALSE,"Santa Clara","Palo Alto","Daylight","Dry",2
"2009-06-29","2009","June","17:38",17,"Greenfield Av","Lincoln Park Av","Auto","Bicyclist",0,"Other Hazardous Violation",FALSE,"Marin","San Anselmo","Daylight","Dry",1
"2009-06-29","2009","June","17:00",17,"East Washington St","Mcdowell","Auto","Bicyclist",0,"Driving Or Bycicling Under The Influence Of Alcohol Or Drug",FALSE,"Sonoma","Petaluma","Daylight","Dry",1
"2009-06-29","2009","June","16:20",16,"Basking Ridge Av","Promenade Ln","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Santa Clara","San Jose","Daylight","Dry",1
"2009-06-29","2009","June","16:17",16,"Lowell St","55th St","Auto","Bicyclist",0,"Traffic Signals And Signs",TRUE,"Alameda","Oakland","Daylight","Dry",1
